SYMBOL,ENTREZ,ENSEMBL
CCNA1,8900,ENSG00000133101
DLG5,9231,
PGR,5241,ENSG00000082175
RNASEH2A,10535,ENSG00000104889
BLVRB,645,ENSG00000090013
FGFR3,2261,ENSG00000068078
SLC26A2,1836,ENSG00000155850
NAB2,4665,ENSG00000166886
ARL3,403,ENSG00000138175
SLC2A8,29988,ENSG00000136856
CALCR,799,ENSG00000004948
BAG1,573,ENSG00000107262
ALDH3B1,221,ENSG00000006534
HMGCS2,3158,ENSG00000134240
CAV1,857,ENSG00000105974
SORD,6652,ENSG00000140263
RABEP1,9135,ENSG00000029725
DNAJC1,64215,ENSG00000136770
ACOX2,8309,ENSG00000168306
CHPT1,56994,ENSG00000111666
CPE,1363,ENSG00000109472
BCL2,596,ENSG00000171791
KCNK5,8645,ENSG00000164626
ST6GALNAC2,10610,ENSG00000070731
HSPB8,26353,ENSG00000152137
LAMC2,3918,ENSG00000058085
AFF1,4299,ENSG00000172493
CA2,760,ENSG00000104267
MDK,4192,ENSG00000110492
CYP26B1,56603,ENSG00000003137
PDLIM3,27295,ENSG00000154553
NRIP1,8204,ENSG00000180530
GPER1,2852,ENSG00000164850
DYNLT3,6990,ENSG00000165169
DCXR,51181,ENSG00000169738
TPBG,7162,
ATP2B4,493,ENSG00000058668
LSR,51599,ENSG00000105699
KLF4,9314,ENSG00000136826
TIAM1,7074,ENSG00000156299
TPD52L1,7164,ENSG00000111907
GALE,2582,ENSG00000117308
TST,7263,ENSG00000128311
LTF,4057,ENSG00000012223
SLC24A3,57419,ENSG00000185052
NXT1,29107,ENSG00000132661
SEMA3B,7869,ENSG00000012171
ETFB,2109,ENSG00000105379
TSPAN13,27075,ENSG00000106537
ADD3,120,ENSG00000148700
TRIM29,23650,ENSG00000137699
RPS6KA2,6196,ENSG00000071242
SCARB1,949,ENSG00000073060
LARGE1,9215,ENSG00000133424
