SYMBOL,ENTREZ,ENSEMBL
ACADM,34,ENSG00000117054
AIFM1,9131,ENSG00000156709
DLAT,1737,ENSG00000150768
MDH1,4190,ENSG00000014641
PHYH,5264,ENSG00000107537
SDHD,6392,ENSG00000204370
SDHB,6390,ENSG00000117118
ATP1B1,481,ENSG00000143153
SDHC,6391,ENSG00000143252
SDHA,6389,ENSG00000073578
UQCRQ,27089,ENSG00000164405
ISCU,23479,ENSG00000136003
DLST,1743,ENSG00000119689
TOMM22,56993,ENSG00000100216
COX6A1,1337,ENSG00000111775
TIMM50,92609,ENSG00000105197
MFN2,9927,ENSG00000116688
PMPCA,23203,ENSG00000165688
NDUFV2,4729,ENSG00000178127
NDUFV1,4723,ENSG00000167792
IDH1,3417,ENSG00000138413
ATP6V0C,527,ENSG00000185883
ATP6V0B,533,ENSG00000117410
GOT2,2806,ENSG00000125166
IDH2,3418,ENSG00000182054
OXA1L,5018,ENSG00000155463
ATP6V1D,51382,ENSG00000100554
COX17,10063,ENSG00000138495
UQCRB,7381,ENSG00000156467
ATP5MC3,518,ENSG00000154518
HTRA2,27429,ENSG00000115317
COX7A2,1347,ENSG00000112695
ATP5MC1,516,ENSG00000159199
ATP5MC2,517,ENSG00000135390
UQCRH,7388,ENSG00000173660
MPC1,51660,ENSG00000060762
COX15,1355,ENSG00000014919
ACAA2,10449,ENSG00000167315
ATP6V1F,9296,ENSG00000128524
CYC1,1537,ENSG00000179091
ACAA1,30,ENSG00000060971
ATP6V1H,51606,ENSG00000047249
COX11,1353,ENSG00000166260
COX10,1352,ENSG00000006695
BCKDHA,593,ENSG00000248098
HSPA9,3313,ENSG00000113013
GPX4,2879,ENSG00000167468
NDUFC2,4718,ENSG00000151366
NDUFC1,4717,ENSG00000109390
CYB5A,1528,ENSG00000166347
NDUFS8,4728,ENSG00000110717
NDUFS7,374291,ENSG00000115286
NDUFS6,4726,ENSG00000145494
NDUFS4,4724,ENSG00000164258
NDUFS3,4722,ENSG00000213619
ACO2,50,ENSG00000100412
CYCS,54205,ENSG00000172115
NDUFS2,4720,ENSG00000158864
NDUFS1,4719,
SLC25A4,291,ENSG00000151729
NDUFB8,4714,ENSG00000166136
SLC25A3,5250,ENSG00000075415
ABCB7,22,ENSG00000131269
NDUFB7,4713,ENSG00000099795
NDUFB6,4712,ENSG00000165264
NDUFB5,4711,ENSG00000136521
NDUFB4,4710,ENSG00000065518
NDUFB3,4709,ENSG00000119013
ETFDH,2110,ENSG00000171503
NDUFB2,4708,ENSG00000090266
NDUFB1,4707,ENSG00000183648
RHOT1,55288,ENSG00000126858
RHOT2,89941,ENSG00000140983
CASP7,840,ENSG00000165806
UQCRFS1,7386,ENSG00000169021
COX4I1,1327,ENSG00000131143
NDUFA9,4704,ENSG00000139180
TIMM8B,26521,ENSG00000150779
NDUFA8,4702,ENSG00000119421
CPT1A,1374,ENSG00000110090
NDUFA7,4701,ENSG00000267855
IDH3G,3421,ENSG00000067829
NDUFA6,4700,
NDUFA5,4698,ENSG00000128609
NDUFA4,4697,ENSG00000189043
NDUFA3,4696,
IMMT,10989,ENSG00000132305
NDUFA2,4695,ENSG00000131495
NDUFA1,4694,ENSG00000125356
SUCLA2,8803,ENSG00000136143
VDAC3,7419,ENSG00000078668
FXN,2395,ENSG00000165060
SLC25A11,8402,ENSG00000108528
VDAC2,7417,ENSG00000165637
VDAC1,7416,ENSG00000213585
SLC25A6,293,
SLC25A12,8604,
SLC25A5,292,ENSG00000005022
ACADVL,37,ENSG00000072778
ALAS1,211,ENSG00000023330
TCIRG1,10312,ENSG00000110719
ETFA,2108,ENSG00000140374
ETFB,2109,ENSG00000105379
HSD17B10,3028,ENSG00000072506
MTRF1,9617,ENSG00000120662
OPA1,4976,ENSG00000198836
POLR2F,5435,ENSG00000100142
SLC25A20,788,ENSG00000178537
IDH3A,3419,ENSG00000166411
IDH3B,3420,ENSG00000101365
