SYMBOL,ENTREZ,ENSEMBL
IFNGR2,3460,
G0S2,50486,ENSG00000123689
FOS,2353,ENSG00000170345
F3,2152,ENSG00000117525
SERPINB8,5271,ENSG00000166401
SPSB1,80176,ENSG00000171621
FOSB,2354,ENSG00000125740
PER1,5187,ENSG00000179094
F2RL1,2150,ENSG00000164251
HBEGF,1839,ENSG00000113070
CD44,960,ENSG00000026508
TRIP10,9322,ENSG00000125733
CDKN1A,1026,ENSG00000124762
PTGER4,5734,ENSG00000171522
PTGS2,5743,ENSG00000073756
IFIH1,64135,ENSG00000115267
NAMPT,10135,ENSG00000105835
OLR1,4973,ENSG00000173391
ICOSLG,23308,ENSG00000160223
PHLDA1,22822,ENSG00000139289
ZBTB10,65986,ENSG00000205189
TAP1,6890,
PNRC1,10957,ENSG00000146278
CXCL10,3627,ENSG00000169245
CXCL11,6373,ENSG00000169248
IL6ST,3572,ENSG00000134352
CD69,969,ENSG00000110848
SQSTM1,8878,
RELA,5970,ENSG00000173039
CD83,9308,ENSG00000112149
CSF2,1437,ENSG00000164400
CSF1,1435,ENSG00000184371
CD80,941,ENSG00000121594
PPP1R15A,23645,ENSG00000087074
TNC,3371,ENSG00000041982
TNF,7124,
RELB,5971,ENSG00000104856
TANK,10010,ENSG00000136560
ZFP36,7538,ENSG00000128016
CCND1,595,ENSG00000110092
RNF19B,127544,ENSG00000116514
CCRL2,9034,ENSG00000121797
DENND5A,23258,ENSG00000184014
MAP3K8,1326,ENSG00000107968
PHLDA2,7262,
LDLR,3949,ENSG00000130164
SLC16A6,9120,ENSG00000108932
SMAD3,4088,ENSG00000166949
TGIF1,7050,ENSG00000177426
MAP2K3,5606,ENSG00000034152
DDX58,,
INHBA,3624,ENSG00000122641
TRAF1,7185,ENSG00000056558
NFKB1,4790,ENSG00000109320
NFKB2,4791,ENSG00000077150
GEM,2669,ENSG00000164949
MAFF,23764,ENSG00000185022
NR4A3,8013,ENSG00000119508
RCAN1,1827,ENSG00000159200
EFNA1,1942,ENSG00000169242
NR4A2,4929,ENSG00000153234
MXD1,4084,ENSG00000059728
BIRC2,329,ENSG00000110330
BIRC3,330,ENSG00000023445
YRDC,79693,ENSG00000196449
IL7R,3575,ENSG00000168685
PFKFB3,5209,ENSG00000170525
IRS2,8660,ENSG00000185950
SLC2A3,6515,ENSG00000059804
PLAU,5328,ENSG00000122861
SAT1,6303,ENSG00000130066
SLC2A6,11182,
ETS2,2114,ENSG00000157557
NR4A1,3164,ENSG00000123358
SNN,8303,ENSG00000184602
PMEPA1,56937,ENSG00000124225
TNFRSF9,3604,ENSG00000049249
MSC,9242,ENSG00000178860
TIPARP,25976,ENSG00000163659
LAMB3,3914,ENSG00000196878
GFPT2,9945,ENSG00000131459
CFLAR,8837,ENSG00000003402
TNIP1,10318,ENSG00000145901
IRF1,3659,ENSG00000125347
NFKBIA,4792,ENSG00000100906
BMP2,650,ENSG00000125845
IL6,3569,ENSG00000136244
TNIP2,79155,ENSG00000168884
BCL6,604,ENSG00000113916
BCL3,602,ENSG00000069399
NFKBIE,4794,ENSG00000146232
NFE2L2,4780,ENSG00000116044
B4GALT1,2683,ENSG00000086062
NFAT5,10725,ENSG00000102908
BCL2A1,597,ENSG00000140379
TNFAIP8,25816,ENSG00000145779
TNFAIP6,7130,ENSG00000123610
TNFAIP3,7128,ENSG00000118503
CXCL2,2920,ENSG00000081041
CXCL1,2919,ENSG00000163739
TNFAIP2,7127,ENSG00000185215
CXCL3,2921,ENSG00000163734
CXCL6,6372,ENSG00000124875
FUT4,2526,ENSG00000196371
DRAM1,55332,ENSG00000136048
DNAJB4,11080,ENSG00000162616
PDE4B,5142,ENSG00000184588
PDLIM5,10611,ENSG00000163110
MCL1,4170,ENSG00000143384
KDM6B,23135,ENSG00000132510
IL15RA,3601,ENSG00000134470
PLAUR,5329,ENSG00000011422
ATP2B1,490,ENSG00000070961
KLF4,9314,ENSG00000136826
KLF2,10365,ENSG00000127528
SOD2,6648,ENSG00000291237
KLF9,687,ENSG00000119138
KLF6,1316,ENSG00000067082
ACKR3,57007,ENSG00000144476
PTX3,5806,ENSG00000163661
B4GALT5,9334,ENSG00000158470
TRIB1,10221,ENSG00000173334
CEBPB,1051,ENSG00000172216
CEBPD,1052,ENSG00000221869
PLEK,5341,ENSG00000115956
CCL5,6352,
KYNU,8942,ENSG00000115919
CCL4,6351,
CCL2,6347,ENSG00000108691
