SYMBOL,ENTREZ,ENSEMBL
SLC25A1,6576,ENSG00000100075
YWHAG,7532,ENSG00000170027
NDUFB7,4713,ENSG00000099795
ABCB8,11194,ENSG00000197150
HSPB8,26353,ENSG00000152137
DHRS7B,25979,ENSG00000109016
AGPAT3,56894,ENSG00000160216
DRAM2,128338,ENSG00000156171
DBT,1629,ENSG00000137992
CPT2,1376,ENSG00000157184
ME1,4199,ENSG00000065833
DNAJB9,4189,ENSG00000128590
RREB1,6239,ENSG00000124782
HIBCH,26275,ENSG00000198130
IDH3G,3421,ENSG00000067829
MIGA2,84895,ENSG00000148343
CHUK,1147,ENSG00000213341
NDUFA5,4698,ENSG00000128609
CYP4B1,1580,ENSG00000142973
IMMT,10989,ENSG00000132305
SOD1,6647,ENSG00000142168
PPM1B,5495,ENSG00000138032
PFKL,5211,ENSG00000141959
CAT,847,ENSG00000121691
TST,7263,ENSG00000128311
SLC25A10,1468,ENSG00000183048
MTCH2,23788,
RNF11,26994,ENSG00000123091
SOWAHC,65124,ENSG00000198142
COL15A1,1306,ENSG00000204291
LAMA4,3910,ENSG00000112769
ETFB,2109,ENSG00000105379
GPHN,10243,ENSG00000171723
LTC4S,4056,
DDT,1652,
ALDH2,217,ENSG00000111275
UBQLN1,29979,ENSG00000135018
IDH3A,3419,ENSG00000166411
SCARB1,949,ENSG00000073060
PGM1,5236,ENSG00000079739
